    56.89	3	10	   
    52.23	3	10	   
    93.00	3	10	   
    70.30	3	10	   
    51.38	3	10	   
    82.60	3	10	   
    59.90	3	10	   
    51.03	3	10	   
    68.85	3	10	   
    60.55	3	10	   
    47.51	3	10	   
    50.56	3	10	   
    73.82	3	10	   
   102.60	3	10	   
    47.95	3	12	   
    47.26	3	12	   
    73.96	3	12	   
    44.24	3	12	   
    53.04	3	12	   
    56.48	3	12	   
    56.95	3	12	   
    52.33	3	12	   
    49.19	3	12	   
    43.78	3	12	   
    37.84	3	12	   
    42.51	3	12	   
    54.07	3	12	   
    45.78	3	12	   
    49.60	3	12	   
   107.67	3	14	   
    52.32	3	14	   
    76.52	3	14	   
   116.77	3	14	   
    90.47	3	14	   
    34.01	3	14	   
    51.00	3	14	   
    73.73	3	14	   
    92.07	3	14	   
    73.86	3	14	   
   109.35	3	14	   
   107.58	3	14	   
    56.56	3	14	   
    99.76	3	14	   
   132.62	3	14	   
    60.43	3	16	   
    71.53	3	16	   
    98.00	3	16	   
    59.49	3	16	   
    88.19	3	16	   
    82.03	3	16	   
    55.72	3	16	   
    50.16	3	16	   
   120.20	3	16	   
    69.79	3	16	   
    65.07	3	16	   
    69.35	3	16	   
    58.23	3	16	   
    61.90	3	16	   
    60.16	3	16	   
    59.87	3	18	   
    59.52	3	18	   
    77.36	3	18	   
    73.92	3	18	   
    65.76	3	18	   
    67.30	3	18	   
    67.31	3	18	   
    74.61	3	18	   
    52.89	3	18	   
    65.62	3	18	   
    56.70	3	18	   
    83.49	3	18	   
    87.84	3	18	   
    52.94	3	18	   
    62.22	3	18	   
    44.32	3	20	   
    83.81	3	20	   
    67.06	3	20	   
    78.73	3	20	   
    35.84	3	20	   
    63.34	3	20	   
    52.37	3	20	   
    67.19	3	20	   
    66.95	3	20	   
    41.41	3	20	   
    49.05	3	20	   
    49.65	3	20	   
    39.38	3	20	   
    52.37	3	20	   
    49.73	3	20	   
    36.81	4	2	   
    52.10	4	2	   
    41.19	4	2	   
    44.36	4	2	   
    40.91	4	2	   
    42.93	4	2	   
    30.96	4	2	   
    51.26	4	2	   
    40.93	4	2	   
    41.67	4	2	   
    54.87	4	2	   
    55.23	4	2	   
    40.45	4	2	   
    52.65	4	2	   
    61.69	4	2	   
    36.53	4	4	   
    41.17	4	4	   
    42.19	4	4	   
    43.41	4	4	   
    56.47	4	4	   
    40.68	4	4	   
    33.90	4	4	   
    41.34	4	4	   
    48.99	4	4	   
    37.58	4	4	   
    38.85	4	4	   
    49.83	4	4	     
    46.28	4	4	   
    41.74	4	4	   
    40.71	4	4	   
    44.70	4	6	    
    44.36	4	6	   
    41.80	4	6	   
    45.10	4	6	   
    46.37	4	6	   
    35.11	4	6	   
    42.60	4	6	   
    39.51	4	6	   
    29.48	4	6	   
    42.10	4	6	   
    41.01	4	6	   
    40.49	4	6	   
    36.00	4	6	   
    50.15	4	6	   
    32.54	4	6	   
    47.33	4	8	   
    34.36	4	8	   
    42.92	4	8	   
    39.19	4	8	   
    45.57	4	8	   
    33.60	4	8	   
    52.00	4	8	   
    40.76	4	8	   
    49.33	4	8	   
    46.02	4	8	   
    55.18	4	8	   
    53.84	4	8	   
    36.60	4	8	   
    43.70	4	8	   
    34.83	4	8	   
    56.10	4	10	   
    58.95	4	10	   
    57.21	4	10	   
    61.58	4	10	   
    51.05	4	10	   
    52.95	4	10	   
    54.15	4	10	   
    47.11	4	10	   
    60.94	4	10	   
    70.02	4	10	   
    44.65	4	10	   
    65.01	4	10	   
    50.94	4	10	   
    53.33	4	10	   
    46.50	4	10	   
    70.59	4	12	    
    54.07	4	12	   
    53.96	4	12	   
    64.58	4	12	   
    65.19	4	12	   
    61.84	4	12	   
    53.67	4	12	   
    53.76	4	12	   
    57.40	4	12	   
    54.03	4	12	   
    41.08	4	12	   
    56.39	4	12	   
    59.62	4	12	   
    64.69	4	12	   
    53.51	4	12	   
    69.96	4	14	   
    56.50	4	14	   
    62.38	4	14	   
    59.34	4	14	   
    64.92	4	14	   
    78.73	4	14	   
    78.16	4	14	   
    62.28	4	14	   
    48.38	4	14	   
    83.20	4	14	   
    68.23	4	14	   
    65.27	4	14	   
    95.95	4	14	   
    72.55	4	14	   
    57.97	4	14	   
    44.72	4	16	   
    60.46	4	16	   
    52.96	4	16	   
    47.39	4	16	   
    47.90	4	16	   
    41.42	4	16	   
    52.11	4	16	   
    64.74	4	16	   
    49.93	4	16	   
    60.82	4	16	   
    50.89	4	16	   
    40.31	4	16	   
    53.74	4	16	   
    60.56	4	16	   
    55.06	4	16	   
    51.98	4	18	   
    55.52	4	18	   
    51.45	4	18	   
    44.53	4	18	   
    53.28	4	18	   
    54.64	4	18	   
    47.82	4	18	   
    52.17	4	18	   
    53.19	4	18	   
    56.67	4	18	   
    68.63	4	18	   
    48.87	4	18	   
    59.02	4	18	   
    73.98	4	18	   
    59.05	4	18	   
    64.97	4	20	   
    45.02	4	20	   
    53.70	4	20	   
    42.06	4	20	   
    47.07	4	20	   
    38.02	4	20	   
    48.96	4	20	   
    56.25	4	20	   
    47.58	4	20	   
    51.58	4	20	   
    48.95	4	20	   
    45.58	4	20	   
    52.96	4	20	   
    36.51	4	20	   
    48.11	4	20	   
    26.69	5	2	   
    47.84	5	2	   
    41.37	5	2	   
    37.80	5	2	   
    39.03	5	2	   
    51.81	5	2	   
    40.22	5	2	   
    35.31	5	2	   
    38.30	5	2	   
    34.81	5	2	   
    35.86	5	2	   
    38.27	5	2	   
    39.26	5	2	   
    34.24	5	2	   
    43.66	5	2	   
    33.35	5	4	   
    41.55	5	4	   
    47.13	5	4	   
    39.34	5	4	   
    42.81	5	4	   
    43.57	5	4	   
    39.96	5	4	   
    42.01	5	4	   
    48.40	5	4	   
    43.84	5	4	   
    40.65	5	4	   
    54.05	5	4	   
    47.55	5	4	   
    52.22	5	4	   
    44.10	5	4	   
    45.10	5	6	   
    39.21	5	6	   
    35.94	5	6	   
    47.17	5	6	   
    42.86	5	6	   
    42.01	5	6	   
    45.32	5	6	   
    39.15	5	6	   
    46.06	5	6	   
    34.47	5	6	   
    46.52	5	6	   
    40.93	5	6	   
    35.94	5	6	   
    41.66	5	6	   
    42.01	5	6	   
    40.84	5	8	   
    54.35	5	8	   
    41.56	5	8	   
    42.53	5	8	   
    38.34	5	8	   
    39.04	5	8	   
    45.85	5	8	   
    43.05	5	8	   
    46.90	5	8	   
    38.58	5	8	   
    41.04	5	8	   
    40.14	5	8	   
    43.91	5	8	   
    49.63	5	8	   
    46.10	5	8	   
    61.46	5	10	   
    49.02	5	10	   
    66.17	5	10	   
    45.43	5	10	   
    32.89	5	10	   
    48.14	5	10	   
    60.79	5	10	   
    53.59	5	10	   
    55.30	5	10	   
    62.88	5	10	   
    78.26	5	10	   
    46.29	5	10	   
    50.39	5	10	   
    45.75	5	10	   
    39.51	5	10	   
    54.24	5	12	   
    52.06	5	12	   
    37.53	5	12	   
    36.75	5	12	   
    61.82	5	12	   
    78.82	5	12	   
    45.06	5	12	   
    51.68	5	12	   
    63.31	5	12	   
    48.61	5	12	   
    63.21	5	12	   
    56.99	5	12	   
    63.39	5	12	   
    68.75	5	12	   
    68.35	5	12	   
    69.80	5	14	   
    33.46	5	14	   
    55.71	5	14	   
    74.11	5	14	   
    62.52	5	14	   
    54.45	5	14	   
    73.76	5	14	   
    61.42	5	14	   
    85.63	5	14	   
    51.94	5	14	   
    61.41	5	14	   
    68.23	5	14	   
    48.56	5	14	   
    58.95	5	14	   
    51.64	5	14	   
    50.17	5	16	   
    47.31	5	16	   
    44.98	5	16	   
    53.81	5	16	   
    48.28	5	16	   
    53.82	5	16	   
    66.73	5	16	   
    48.18	5	16	   
    80.74	5	16	   
    50.06	5	16	   
    55.17	5	16	   
    54.82	5	16	   
    61.77	5	16	   
    50.20	5	16	   
    49.98	5	16	   
    51.31	5	18	   
    55.12	5	18	   
    58.72	5	18	   
    67.54	5	18	   
    59.44	5	18	   
    60.00	5	18	   
    49.10	5	18	   
    54.06	5	18	   
    55.12	5	18	   
    59.53	5	18	   
    61.01	5	18	   
    51.60	5	18	   
    66.45	5	18	   
    55.04	5	18	   
    48.83	5	18	   
    51.88	5	20	   
    73.51	5	20	   
    46.19	5	20	   
    47.64	5	20	   
    47.79	5	20	   
    55.52	5	20	   
    47.96	5	20	   
    37.81	5	20	   
    91.17	5	20	   
    42.27	5	20	   
    60.13	5	20	   
    43.95	5	20	   
    53.51	5	20	   
    41.92	5	20	   
    49.15	5	20	   
			 
